TCID,AppName,EXEDATE,STATUS,"RCA (Env, Code, Data, Req))"
39,Guardian,08.27.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
115,Instagram,04.02.19,Pass,
83,Facebook,04.20.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
160,Netflix,08.24.19,Pass,
87,Netflix,08.30.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
184,Guardian,07.25.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
76,ACM,06.18.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
33,TechCrunch,08.17.19,Pass,
20,Instagram,05.04.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
200,Hotstar,06.11.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
127,Guardian,08.05.19,Pass,
57,Hotstar,04.29.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
2,UberEats,08.15.19,Pass,
41,Zomato,05.01.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
33,Facebook,05.11.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
82,Facebook,06.13.19,Pass,
38,Uber,04.09.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
6,Instagram,07.30.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
1,UberEats,04.28.19,Pass,
82,Zomato,09.19.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
176,Guardian,06.05.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
9,Uber,09.05.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
85,Netflix,08.08.19,Pass,
82,Guardian,07.07.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
83,TechCrunch,09.16.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
184,Guardian,04.15.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
13,Uber,09.17.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
9,Instagram,04.11.19,Pass,
58,Facebook,09.14.19,Pass,
62,Hotstar,08.29.19,Fail,UAT|import pandas as pd|package not found|importing
186,Guardian,08.28.19,Pass,
87,Netflix,06.22.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
114,Instagram,07.29.19,Pass,
197,Instagram,04.23.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
123,Guardian,05.11.19,Pass,
84,UberEats,06.30.19,Pass,
163,Uber,07.05.19,Fail,UAT|import pandas as pd|package not found|importing
121,Hotstar,09.28.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
124,Instagram,08.22.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
90,Uber,04.17.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
42,Uber,08.08.19,Pass,
199,Guardian,06.30.19,Pass,
138,Hotstar,06.23.19,Pass,
129,Uber,05.31.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
199,TechCrunch,08.17.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
18,Netflix,04.01.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
90,Guardian,07.18.19,Pass,
146,Instagram,09.08.19,Pass,
83,Netflix,07.19.19,Pass,
62,Instagram,06.21.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
12,Netflix,06.12.19,Pass,
19,Instagram,07.08.19,Pass,
180,TechCrunch,09.04.19,Pass,
191,Instagram,06.28.19,Pass,
73,Facebook,06.09.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
25,Facebook,08.22.19,Pass,
112,UberEats,08.03.19,Pass,
30,UberEats,04.06.19,Pass,
94,Hotstar,09.10.19,Pass,
51,Netflix,05.14.19,Pass,
67,Hotstar,08.03.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
150,Hotstar,07.18.19,Pass,
111,UberEats,08.28.19,Pass,
36,Uber,09.21.19,Pass,
115,TechCrunch,05.07.19,Pass,
13,Uber,08.27.19,Pass,
125,Facebook,04.09.19,Pass,
63,Instagram,09.30.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
49,ACM,08.25.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
81,Guardian,07.29.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
195,Uber,05.12.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
102,Netflix,04.11.19,Fail,
81,ACM,04.16.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
196,Zomato,05.11.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
62,Netflix,07.28.19,Pass,
149,TechCrunch,08.24.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
126,UberEats,05.07.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
10,Uber,07.13.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
132,Guardian,09.17.19,Pass,
154,Netflix,07.18.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
62,Hotstar,08.15.19,Pass,
161,Facebook,06.28.19,Pass,
25,Hotstar,08.30.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
127,Facebook,07.27.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
138,TechCrunch,06.06.19,Pass,
49,Uber,05.03.19,Pass,
164,Uber,06.03.19,Fail,STG|for i in Age|list index out of range|looping
137,Hotstar,09.02.19,Pass,
200,TechCrunch,06.30.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
184,UberEats,06.01.19,Pass,
190,TechCrunch,09.20.19,Pass,
83,Netflix,09.25.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
108,Uber,04.03.19,Pass,
73,Instagram,09.19.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
2,Netflix,04.08.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
69,Zomato,05.23.19,Fail,STG|while var >! 0:  |invalid operator|validation
141,Instagram,07.13.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
177,Uber,04.30.19,Pass,
51,Instagram,05.08.19,Pass,
173,UberEats,07.03.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
99,Zomato,06.03.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
125,UberEats,09.18.19,Pass,
88,Guardian,05.07.19,Pass,
19,Instagram,09.27.19,Pass,
30,UberEats,07.18.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
8,TechCrunch,08.06.19,Fail,UAT|import pandas as pd|package not found|importing
178,ACM,08.30.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
51,Instagram,04.08.19,Pass,
151,Guardian,06.04.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
179,ACM,04.10.19,Pass,
50,Guardian,07.22.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
54,Instagram,07.14.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
195,Guardian,09.27.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
118,TechCrunch,04.06.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
49,Guardian,08.23.19,Fail,
52,ACM,07.05.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
34,Netflix,07.30.19,Pass,
176,Zomato,06.19.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
159,UberEats,04.07.19,Fail,STG|while var >! 0:  |invalid operator|validation
181,UberEats,05.09.19,Pass,
39,ACM,08.29.19,Pass,
13,Facebook,08.31.19,Pass,
131,Guardian,08.07.19,Pass,
76,Hotstar,07.10.19,Pass,
43,Netflix,06.02.19,Pass,
146,Uber,05.21.19,Pass,
100,ACM,05.15.19,Fail,STG|for i in Age|list index out of range|looping
147,TechCrunch,05.13.19,Pass,
72,Hotstar,09.30.19,Pass,
77,TechCrunch,04.11.19,Fail,
169,Uber,05.12.19,Pass,
8,Zomato,05.16.19,Pass,
85,Hotstar,05.03.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
89,Zomato,09.21.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
130,UberEats,06.20.19,Pass,
8,Instagram,07.02.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
122,Netflix,05.12.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
91,TechCrunch,04.01.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
46,Facebook,09.12.19,Pass,
102,Hotstar,07.17.19,Pass,
131,TechCrunch,08.09.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
48,Zomato,07.08.19,Pass,
23,UberEats,07.23.19,Pass,
155,TechCrunch,06.04.19,Pass,
163,Guardian,08.08.19,Pass,
25,UberEats,05.03.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
109,UberEats,06.14.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
112,Instagram,05.11.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
108,ACM,06.01.19,Fail,UAT|import pandas as pd|package not found|importing
153,Uber,07.29.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
44,Netflix,05.12.19,Fail,
114,ACM,07.09.19,Fail,STG|for i in Age|list index out of range|looping
159,ACM,09.17.19,Pass,
49,Uber,08.24.19,Pass,
69,Zomato,04.18.19,Pass,
85,Uber,04.15.19,Fail,STG|for i in Age|list index out of range|looping
108,Zomato,07.13.19,Pass,
169,Zomato,08.09.19,Pass,
143,Uber,06.23.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
93,Zomato,07.01.19,Pass,
81,Facebook,07.12.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
158,UberEats,04.08.19,Pass,
75,Facebook,04.15.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
24,Facebook,04.24.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
82,Hotstar,06.02.19,Pass,
98,Zomato,09.27.19,Pass,
31,TechCrunch,06.17.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
32,Netflix,09.28.19,Pass,
114,Zomato,07.06.19,Fail,DEV|plt.show()|plt:undefined name|displaying
92,UberEats,06.13.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
41,UberEats,09.13.19,Pass,
59,Hotstar,05.04.19,Pass,
151,Instagram,06.23.19,Pass,
52,Netflix,09.04.19,Pass,
144,Uber,09.23.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
85,ACM,09.18.19,Pass,
171,Zomato,05.26.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
4,ACM,07.21.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
138,Uber,08.23.19,Pass,
9,Uber,06.25.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
181,Netflix,07.05.19,Pass,
132,TechCrunch,08.01.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
47,Uber,09.13.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
173,Hotstar,04.16.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
94,UberEats,05.25.19,Pass,
174,Zomato,08.18.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
107,UberEats,04.08.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
55,Uber,08.11.19,Pass,
130,TechCrunch,07.31.19,Pass,
183,Facebook,05.23.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
150,Uber,07.22.19,Pass,
168,Netflix,05.21.19,Fail,STG|while var >! 0:  |invalid operator|validation
5,Uber,05.08.19,Pass,
59,Uber,07.11.19,Pass,
185,Facebook,06.13.19,Pass,
21,Netflix,05.27.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
100,UberEats,08.02.19,Pass,
190,UberEats,08.11.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
115,Facebook,04.08.19,Fail,
192,Uber,05.13.19,Pass,
103,UberEats,08.05.19,Pass,
87,Guardian,04.24.19,Pass,
96,TechCrunch,08.04.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
127,UberEats,05.13.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
184,Facebook,06.25.19,Pass,
157,Hotstar,04.18.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
176,Instagram,05.02.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
49,Instagram,08.15.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
36,Guardian,07.16.19,Pass,
48,UberEats,08.22.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
106,Instagram,04.28.19,Pass,
167,Hotstar,05.21.19,Pass,
192,Netflix,05.24.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
27,Instagram,05.05.19,Pass,
164,Zomato,09.05.19,Pass,
175,Zomato,09.12.19,Pass,
93,Netflix,08.24.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
116,Uber,09.11.19,Pass,
112,Guardian,06.30.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
11,Hotstar,08.14.19,Pass,
141,Facebook,05.15.19,Pass,
16,ACM,04.27.19,Pass,
143,Hotstar,08.01.19,Pass,
182,Hotstar,07.05.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
117,Facebook,09.22.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
195,Guardian,09.10.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
163,UberEats,08.13.19,Pass,
127,TechCrunch,09.01.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
103,Facebook,07.20.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
48,Uber,06.17.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
8,Guardian,07.29.19,Pass,
139,Guardian,07.05.19,Pass,
29,Uber,07.06.19,Pass,
182,ACM,07.16.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
33,UberEats,09.23.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
93,UberEats,07.24.19,Pass,
138,Guardian,06.23.19,Pass,
174,Zomato,04.04.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
71,TechCrunch,07.10.19,Pass,
41,Uber,04.03.19,Pass,
178,Uber,06.05.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
168,Netflix,09.18.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
